MSH|^~\&|OERDB|QTE|NEON||201410241952||MFN^OT|01|P|2.3
QTE^10124F^Jan  1 1900 12:00AM^TETERBORO^86141^L^50.00
QTE^2720Z^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^2725X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^2729X^Jan  1 1900 12:00AM^TETERBORO^86003^L^50.60
QTE^2741X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^2744X^Jan  1 1900 12:00AM^TETERBORO^86003^L^72.91
QTE^2751X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^2752X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^2753X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^2757X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^2758X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^2852X^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^28571E^Jan  1 1900 12:00AM^TETERBORO^84153^L^143.04
QTE^2887X^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^2916X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^2918X^Jan  1 1900 12:00AM^TETERBORO^86003^L^50.93
QTE^2921X^Jan  1 1900 12:00AM^TETERBORO^86003^L^89.13
QTE^29273X^Jan  1 1900 12:00AM^TETERBORO^87536^L^449.03
QTE^29488X^Jan  1 1900 12:00AM^TETERBORO^83036^L^70.90
QTE^30163E^Jan  1 1900 12:00AM^TETERBORO^84443^L^134.34
QTE^3021A^Jan  1 1900 12:00AM^TETERBORO^87086^L^55.92
QTE^30247W^Jan  1 1900 12:00AM^TETERBORO^84439^L^144.47
QTE^30262E^Jan  1 1900 12:00AM^TETERBORO^84436^L^49.75
QTE^30346R^Jan  1 1900 12:00AM^TETERBORO^84466^L^102.87
QTE^30427X^Jan  1 1900 12:00AM^TETERBORO^G0434^L^335.84
QTE^3046X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^30494R^Jan  1 1900 12:00AM^TETERBORO^84478^L^41.10
QTE^30502E^Jan  1 1900 12:00AM^TETERBORO^84479^L^49.75
QTE^30751X^Jan  1 1900 12:00AM^TETERBORO^86003^L^78.86
QTE^30753X^Jan  1 1900 12:00AM^TETERBORO^86003^L^27.04
QTE^30760X^Jan  1 1900 12:00AM^TETERBORO^86003^L^72.91
QTE^30765Z^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^31732E^Jan  1 1900 12:00AM^TETERBORO^85730^L^46.96
QTE^323A^Jan  1 1900 12:00AM^TETERBORO^82947^L^49.75
QTE^3299X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^3301X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^3308X^Jan  1 1900 12:00AM^TETERBORO^86003^L^45.15
QTE^3328N^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^3346X^Jan  1 1900 12:00AM^TETERBORO^86003^L^35.88
QTE^34042X^Jan  1 1900 12:00AM^TETERBORO^86648^N^403.32
QTE^34052X^Jan  1 1900 12:00AM^TETERBORO^87798^L^303.49
QTE^34161X^Jan  1 1900 12:00AM^TETERBORO^84999^N^221.41
QTE^34177X^Jan  1 1900 12:00AM^TETERBORO^87798^L^445.30
QTE^34179X^Jan  1 1900 12:00AM^TETERBORO^87798^L^463.34
QTE^34184X^Jan  1 1900 12:00AM^TETERBORO^88184^L^460.92
QTE^34283X^Jan  1 1900 12:00AM^TETERBORO^83516^N^80.85
QTE^34298X^Jan  1 1900 12:00AM^TETERBORO^84999^N^219.41
QTE^34451X^Jan  1 1900 12:00AM^TETERBORO^87798^L^409.22
QTE^34469X^Jan  1 1900 12:00AM^TETERBORO^87798^L^427.88
QTE^34471X^Jan  1 1900 12:00AM^TETERBORO^87536^L^1014.98
QTE^34473X^Jan  1 1900 12:00AM^TETERBORO^84999^N^232.48
QTE^3486X^Jan  1 1900 12:00AM^TETERBORO^86003^L^84.00
QTE^34890X^Jan  1 1900 12:00AM^TETERBORO^84999^N^194.17
QTE^34896X^Jan  1 1900 12:00AM^TETERBORO^84999^N^141.06
QTE^34937X^Jan  1 1900 12:00AM^TETERBORO^86003^L^63.40
QTE^34977X^Jan  1 1900 12:00AM^TETERBORO^87538^L^420.42
QTE^35167X^Jan  1 1900 12:00AM^TETERBORO^84439^L^157.97
QTE^35352X^Jan  1 1900 12:00AM^TETERBORO^86003^L^59.69
QTE^35489X^Jan  1 1900 12:00AM^TETERBORO^85014^L^208.38
QTE^35634R^Jan  1 1900 12:00AM^TETERBORO^80162^L^101.07
QTE^356F^Jan  1 1900 12:00AM^TETERBORO^83540^L^69.91
QTE^36091X^Jan  1 1900 12:00AM^TETERBORO^81404^L^544.80
QTE^36158X^Jan  1 1900 12:00AM^TETERBORO^88182^L^411.39
QTE^36194X^Jan  1 1900 12:00AM^TETERBORO^81401^L^584.60
QTE^36587X^Jan  1 1900 12:00AM^TETERBORO^81404^L^544.80
QTE^37314X^Jan  1 1900 12:00AM^TETERBORO^87798^L^600.03
QTE^37325R^Jan  1 1900 12:00AM^TETERBORO^G0434^L^80.85
QTE^37454X^Jan  1 1900 12:00AM^TETERBORO^86003^L^43.91
QTE^37456X^Jan  1 1900 12:00AM^TETERBORO^86003^L^63.11
QTE^37604X^Jan  1 1900 12:00AM^TETERBORO^G0434^L^239.00
QTE^37742Z^Jan  1 1900 12:00AM^TETERBORO^81401^L^561.60
QTE^37917X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^37918X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^37919X^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^38243Z^Jan  1 1900 12:00AM^TETERBORO^86003^L^33.89
QTE^38254Z^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^38259X^Jan  1 1900 12:00AM^TETERBORO^86003^L^72.91
QTE^38267X^Jan  1 1900 12:00AM^TETERBORO^86003^L^50.60
QTE^38268X^Jan  1 1900 12:00AM^TETERBORO^86003^L^63.11
QTE^38475X^Jan  1 1900 12:00AM^TETERBORO^86003^L^50.93
QTE^38482X^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^38490X^Jan  1 1900 12:00AM^TETERBORO^86003^L^45.15
QTE^38597X^Jan  1 1900 12:00AM^TETERBORO^86003^L^72.91
QTE^3871N^Jan  1 1900 12:00AM^TETERBORO^82465^L^97.02
QTE^38751X^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^38766X^Jan  1 1900 12:00AM^TETERBORO^86003^L^88.00
QTE^39479X^Jan  1 1900 12:00AM^TETERBORO^88182^L^850.05
QTE^39498X^Jan  1 1900 12:00AM^TETERBORO^86003^L^88.00
QTE^40034X^Jan  1 1900 12:00AM^TETERBORO^87798^L^873.17
QTE^40066X^Jan  1 1900 12:00AM^TETERBORO^87798^L^298.00
QTE^40085X^Jan  1 1900 12:00AM^TETERBORO^87536^L^391.81
QTE^40253E^Jan  1 1900 12:00AM^TETERBORO^G0434^L^71.65
QTE^41434F^Jan  1 1900 12:00AM^TETERBORO^82105^L^134.34
QTE^41491N^Jan  1 1900 12:00AM^TETERBORO^88182^L^252.31
QTE^41533A^Jan  1 1900 12:00AM^TETERBORO^86003^L^349.40
QTE^41541A^Jan  1 1900 12:00AM^TETERBORO^86003^L^349.40
QTE^41608T^Jan  1 1900 12:00AM^TETERBORO^86003^L^326.38
QTE^41616F^Jan  1 1900 12:00AM^TETERBORO^86003^L^349.40
QTE^42374N^Jan  1 1900 12:00AM^TETERBORO^83701^B^108.40
QTE^42A^Jan  1 1900 12:00AM^TETERBORO^85025^L^40.56
QTE^43489T^Jan  1 1900 12:00AM^TETERBORO^85049^L^32.27
QTE^43562A^Jan  1 1900 12:00AM^TETERBORO^84443^L^134.34
QTE^43588T^Jan  1 1900 12:00AM^TETERBORO^84439^L^278.81
QTE^43976F^Jan  1 1900 12:00AM^TETERBORO^80061^L^130.60
QTE^44073A^Jan  1 1900 12:00AM^TETERBORO^86003^L^133.09
QTE^44354F^Jan  1 1900 12:00AM^TETERBORO^84436^L^173.77
QTE^4457T^Jan  1 1900 12:00AM^TETERBORO^82378^L^216.11
QTE^44800A^Jan  1 1900 12:00AM^TETERBORO^86003^L^349.40
QTE^44990A^Jan  1 1900 12:00AM^TETERBORO^86003^L^349.40
QTE^45088P^Jan  1 1900 12:00AM^TETERBORO^84999^N^141.06
QTE^45120A^Jan  1 1900 12:00AM^TETERBORO^86003^L^133.09
QTE^453X^Jan  1 1900 12:00AM^TETERBORO^G0434^L^141.79
QTE^45419T^Jan  1 1900 12:00AM^TETERBORO^86003^L^133.09
QTE^45443E^Jan  1 1900 12:00AM^TETERBORO^85014^L^40.31
QTE^45484R^Jan  1 1900 12:00AM^TETERBORO^83036^L^71.39
QTE^454X^Jan  1 1900 12:00AM^TETERBORO^G0434^L^161.70
QTE^46342A^Jan  1 1900 12:00AM^TETERBORO^82465^L^33.58
QTE^46474F^Jan  1 1900 12:00AM^TETERBORO^86003^L^174.70
QTE^46730A^Jan  1 1900 12:00AM^TETERBORO^86003^L^166.36
QTE^46755F^Jan  1 1900 12:00AM^TETERBORO^86003^L^139.74
QTE^469X^Jan  1 1900 12:00AM^TETERBORO^82985^L^118.60
QTE^4865X^Jan  1 1900 12:00AM^TETERBORO^86648^N^280.18
QTE^4946X^Jan  1 1900 12:00AM^TETERBORO^84999^N^268.67
QTE^5032X^Jan  1 1900 12:00AM^TETERBORO^82985^L^95.27
QTE^50922P^Jan  1 1900 12:00AM^TETERBORO^86774^N^123.14
QTE^54262A^Jan  1 1900 12:00AM^TETERBORO^84436^L^274.27
QTE^5447T^Jan  1 1900 12:00AM^TETERBORO^83090^F^467.69
QTE^54569T^Jan  1 1900 12:00AM^TETERBORO^85730^L^508.73
QTE^554F^Jan  1 1900 12:00AM^TETERBORO^80061^L^124.38
QTE^56440E^Jan  1 1900 12:00AM^TETERBORO^G0434^L^211.45
QTE^5645F^Jan  1 1900 12:00AM^TETERBORO^G0434^L^106.72
QTE^58355X^Jan  1 1900 12:00AM^TETERBORO^87491^L^273.64
QTE^59T^Jan  1 1900 12:00AM^TETERBORO^88164^F^52.04
QTE^60178T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60194F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60202A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60210A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60251A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60293A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60301A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60335F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60343A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60350A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60368T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60384F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60392A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60418T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60434F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60459T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60483A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60491N^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^60509T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60517N^Jan  1 1900 12:00AM^TETERBORO^86003^L^63.11
QTE^60525F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60541A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60590A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60616F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60624F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60657T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60673A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60673N^Jan  1 1900 12:00AM^TETERBORO^86003^L^46.02
QTE^60681A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60707T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60715F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60731A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60749N^Jan  1 1900 12:00AM^TETERBORO^86003^L^104.80
QTE^60756F^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^60764F^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^60772A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60780A^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^60814F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60822A^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^60830A^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^60855F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60871A^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^60897T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60905F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60913A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60921A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60954F^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^60962A^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^60970A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^60988T^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^61002A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61069T^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^61077T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61093A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61101A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61119T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61150A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61176F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61218T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61226F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61242A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61259T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61267T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61283A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61291A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61317T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61341A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61358T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61366F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61374F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61382A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61390A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61432A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61473N^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^61499N^Jan  1 1900 12:00AM^TETERBORO^86003^L^37.32
QTE^61523A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61531A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61549T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61556F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61564F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61598T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61606F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61614F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61648T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61655F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61663A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61671A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61697T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61747T^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^61754N^Jan  1 1900 12:00AM^TETERBORO^86003^L^59.69
QTE^61770A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61788T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61796F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61804F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61812A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61820A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61838T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61853A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61903A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61929T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61937T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61945F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61952A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^61986F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62034F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62042A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62059T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62067T^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^62075F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62083A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62091A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62109T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62125F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62141N^Jan  1 1900 12:00AM^TETERBORO^86003^L^63.11
QTE^62158T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62166F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62174F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62182A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62190A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62208T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62232A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62240A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62257T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62265F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62281A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62299T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62307T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62323A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62349T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62364F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62372A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62422A^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^62448T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62455N^Jan  1 1900 12:00AM^TETERBORO^86003^L^72.91
QTE^62463A^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^62489T^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^62521N^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^62570A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62588T^Jan  1 1900 12:00AM^TETERBORO^86003^L^33.61
QTE^62612A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62638T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62646F^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^62653A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62661A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62687T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62703A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62711A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62737T^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^62745F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62752A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62760A^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^62786F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62794F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62802A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62828T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62836N^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^62851A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62869T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62877T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^62885F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^63040A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^6304R^Jan  1 1900 12:00AM^TETERBORO^87086^L^55.92
QTE^653A^Jan  1 1900 12:00AM^TETERBORO^82977^L^42.29
QTE^6680X^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^66902E^Jan  1 1900 12:00AM^TETERBORO^85048^L^40.31
QTE^67124N^Jan  1 1900 12:00AM^TETERBORO^86003^L^62.19
QTE^67181A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^67199T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^67249T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^67405F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^67777W^Jan  1 1900 12:00AM^TETERBORO^82947^L^32.34
QTE^6791A^Jan  1 1900 12:00AM^TETERBORO^84153^L^227.31
QTE^67T^Jan  1 1900 12:00AM^TETERBORO^85007^L^34.64
QTE^68288T^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^68296N^Jan  1 1900 12:00AM^TETERBORO^86003^L^62.19
QTE^68304F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^68312A^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^68338T^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^68353A^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^68379T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^68387N^Jan  1 1900 12:00AM^TETERBORO^86003^L^72.91
QTE^68403N^Jan  1 1900 12:00AM^TETERBORO^86003^L^89.13
QTE^68429T^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^68445F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^68486F^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^68494F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^68510A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^68528N^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^68536F^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^68544N^Jan  1 1900 12:00AM^TETERBORO^86003^L^50.93
QTE^68551A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^68569T^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^68577N^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^68585F^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^68593A^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^68601N^Jan  1 1900 12:00AM^TETERBORO^86003^L^31.10
QTE^68759W^Jan  1 1900 12:00AM^TETERBORO^86300^L^146.28
QTE^70048X^Jan  1 1900 12:00AM^TETERBORO^87491^L^136.82
QTE^70049X^Jan  1 1900 12:00AM^TETERBORO^87591^L^136.82
QTE^70051X^Jan  1 1900 12:00AM^TETERBORO^87491^L^273.64
QTE^70134X^Jan  1 1900 12:00AM^TETERBORO^88182^L^1400.34
QTE^70143X^Jan  1 1900 12:00AM^TETERBORO^87491^L^2686.77
QTE^70145X^Jan  1 1900 12:00AM^TETERBORO^87798^L^1936.32
QTE^70146X^Jan  1 1900 12:00AM^TETERBORO^87798^L^2309.22
QTE^70147X^Jan  1 1900 12:00AM^TETERBORO^87491^L^2298.96
QTE^70172X^Jan  1 1900 12:00AM^TETERBORO^87798^L^420.42
QTE^70189X^Jan  1 1900 12:00AM^TETERBORO^87798^L^497.54
QTE^70245X^Jan  1 1900 12:00AM^TETERBORO^G0434^L^81.81
QTE^70246X^Jan  1 1900 12:00AM^TETERBORO^G0434^L^81.81
QTE^70247X^Jan  1 1900 12:00AM^TETERBORO^G0431^L^81.81
QTE^70248X^Jan  1 1900 12:00AM^TETERBORO^G0434^L^81.81
QTE^70249X^Jan  1 1900 12:00AM^TETERBORO^G0434^L^81.81
QTE^7039W^Jan  1 1900 12:00AM^TETERBORO^85008^L^23.88
QTE^7047W^Jan  1 1900 12:00AM^TETERBORO^85004^L^23.26
QTE^70656N^Jan  1 1900 12:00AM^TETERBORO^86003^L^59.69
QTE^70797N^Jan  1 1900 12:00AM^TETERBORO^86003^L^72.91
QTE^7079T^Jan  1 1900 12:00AM^TETERBORO^85730^L^111.95
QTE^70912A^Jan  1 1900 12:00AM^TETERBORO^86003^L^34.95
QTE^70946N^Jan  1 1900 12:00AM^TETERBORO^86003^L^63.11
QTE^70995F^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^7112E^Jan  1 1900 12:00AM^TETERBORO^85004^L^25.88
QTE^71183A^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^71290A^Jan  1 1900 12:00AM^TETERBORO^86849^N^34.95
QTE^71357N^Jan  1 1900 12:00AM^TETERBORO^86003^L^63.11
